code,title_desc,description_desc,text_desc,title_map,description_map,text_map,text
7214.1101,7214.1101,"Assistant Bar Bender and Fixer Riggers and cable splicers assemble rigging gear to move and position Assistant Bar Bender and Fixer works as equipment and structural components, or semi‐skilled category tradesman and install and maintain cables, ropes and perform tasks under instruction and close wires on construction sites, buildings or supervision of Bar Bender and Fixer Level‐ other structures. 3 as Assistant Bar Bender and Fixer. He is expected to read and understand 7215.0100 drawings, Bar Bending schedule, fabricate, Rigger store, transport and place reinforcement in position while effectively engaging and Rigger erects lifting and hauling tackles, supervising the Helper under him for all pulleys, wire ropes, etc. to lift, move or trade relevant tasks. He should ensure lower heavy articles such as girders, trade specific compliance to environment, beams, roofing sheets, machinery, logs, health and safety aspects. etc. for building, erection, construction or similar purposes. Selects cables, ropes, Qualification Pack Details: pulleys, winches, blocks, and sheaves, QP NOS Reference CON/Q0202 according to weight and size of load to be QP NOS Name Assistant Bar moved; attaches pulley and blocks to fixed Bender and Fixer overhead structures, such as beams, NSQF Level 2 ceilings and pole booms, with bolts and ISCO 08 Unit Group Details: clamps; attaches load with grappling Code 7214 devices, such as loops, wires, ropes and Title Structural Metal Preparers and chains, to crane hook; gives directions to Erectors Electric Bridge or Gantry Crane Operator or other Hoist Operator engaged in","7214.1101 Assistant Bar Bender and Fixer Riggers and cable splicers assemble rigging gear to move and position Assistant Bar Bender and Fixer works as equipment and structural components, or semi‐skilled category tradesman and install and maintain cables, ropes and perform tasks under instruction and close wires on construction sites, buildings or supervision of Bar Bender and Fixer Level‐ other structures. 3 as Assistant Bar Bender and Fixer. He is expected to read and understand 7215.0100 drawings, Bar Bending schedule, fabricate, Rigger store, transport and place reinforcement in position while effectively engaging and Rigger erects lifting and hauling tackles, supervising the Helper under him for all pulleys, wire ropes, etc. to lift, move or trade relevant tasks. He should ensure lower heavy articles such as girders, trade specific compliance to environment, beams, roofing sheets, machinery, logs, health and safety aspects. etc. for building, erection, construction or similar purposes. Selects cables, ropes, Qualification Pack Details: pulleys, winches, blocks, and sheaves, QP NOS Reference CON/Q0202 according to weight and size of load to be QP NOS Name Assistant Bar moved; attaches pulley and blocks to fixed Bender and Fixer overhead structures, such as beams, NSQF Level 2 ceilings and pole booms, with bolts and ISCO 08 Unit Group Details: clamps; attaches load with grappling Code 7214 devices, such as loops, wires, ropes and Title Structural Metal Preparers and chains, to crane hook; gives directions to Erectors Electric Bridge or Gantry Crane Operator or other Hoist Operator engaged in",,,,"7214.1101 Assistant Bar Bender and Fixer Riggers and cable splicers assemble rigging gear to move and position Assistant Bar Bender and Fixer works as equipment and structural components, or semi‐skilled category tradesman and install and maintain cables, ropes and perform tasks under instruction and close wires on construction sites, buildings or supervision of Bar Bender and Fixer Level‐ other structures. 3 as Assistant Bar Bender and Fixer. He is expected to read and understand 7215.0100 drawings, Bar Bending schedule, fabricate, Rigger store, transport and place reinforcement in position while effectively engaging and Rigger erects lifting and hauling tackles, supervising the Helper under him for all pulleys, wire ropes, etc. to lift, move or trade relevant tasks. He should ensure lower heavy articles such as girders, trade specific compliance to environment, beams, roofing sheets, machinery, logs, health and safety aspects. etc. for building, erection, construction or similar purposes. Selects cables, ropes, Qualification Pack Details: pulleys, winches, blocks, and sheaves, QP NOS Reference CON/Q0202 according to weight and size of load to be QP NOS Name Assistant Bar moved; attaches pulley and blocks to fixed Bender and Fixer overhead structures, such as beams, NSQF Level 2 ceilings and pole booms, with bolts and ISCO 08 Unit Group Details: clamps; attaches load with grappling Code 7214 devices, such as loops, wires, ropes and Title Structural Metal Preparers and chains, to crane hook; gives directions to Erectors Electric Bridge or Gantry Crane Operator or other Hoist Operator engaged in"
7214.99,7214.9900 hoisting and moving loads to insure safety,"Structural Metal Prepares and of workmen and material handled using Erectors, Other hand signals, loud speaker, or telephone. May splice rope and wire cables to make or repair slings and tackle. May direct Structural-metal Preparers and Erectors, workers engaged in hoisting machinery other include workers who shape, and equipment into ships and be assemble and erect heavy metal girders designated MACHINERY ERECTOR (Ship and plates to form structures and frame- and boat building and repair). When works not elsewhere classified. hoisting and moving construction machinery onto truck beds, may be ISCO 08 Unit Group Details: designated as MACHINE MOVER Code 7214 (Construction). VOLUME II B 86","7214.9900 hoisting and moving loads to insure safety Structural Metal Prepares and of workmen and material handled using Erectors, Other hand signals, loud speaker, or telephone. May splice rope and wire cables to make or repair slings and tackle. May direct Structural-metal Preparers and Erectors, workers engaged in hoisting machinery other include workers who shape, and equipment into ships and be assemble and erect heavy metal girders designated MACHINERY ERECTOR (Ship and plates to form structures and frame- and boat building and repair). When works not elsewhere classified. hoisting and moving construction machinery onto truck beds, may be ISCO 08 Unit Group Details: designated as MACHINE MOVER Code 7214 (Construction). VOLUME II B 86",,,,"7214.9900 hoisting and moving loads to insure safety Structural Metal Prepares and of workmen and material handled using Erectors, Other hand signals, loud speaker, or telephone. May splice rope and wire cables to make or repair slings and tackle. May direct Structural-metal Preparers and Erectors, workers engaged in hoisting machinery other include workers who shape, and equipment into ships and be assemble and erect heavy metal girders designated MACHINERY ERECTOR (Ship and plates to form structures and frame- and boat building and repair). When works not elsewhere classified. hoisting and moving construction machinery onto truck beds, may be ISCO 08 Unit Group Details: designated as MACHINE MOVER Code 7214 (Construction). VOLUME II B 86"
7215.0101,7215.0101 HOOKER (CONSTRUCTION) LOG HOOKERS,"(SAWMILL), MAGNET PLACER (IRON AND Rigger: Rigging of Heavy Material STEEL). Rigger: Rigging of Heavy Material selects ISCO 08 Unit Group Details: tools and tackles, understanding and Code 7215 analysis of load distribution and lifting, Title Riggers and Cable Splicers moving (to be tied with manila rope to arrest lateral movement of loads safely as","7215.0101 HOOKER (CONSTRUCTION) LOG HOOKERS (SAWMILL), MAGNET PLACER (IRON AND Rigger: Rigging of Heavy Material STEEL). Rigger: Rigging of Heavy Material selects ISCO 08 Unit Group Details: tools and tackles, understanding and Code 7215 analysis of load distribution and lifting, Title Riggers and Cable Splicers moving (to be tied with manila rope to arrest lateral movement of loads safely as",,,,"7215.0101 HOOKER (CONSTRUCTION) LOG HOOKERS (SAWMILL), MAGNET PLACER (IRON AND Rigger: Rigging of Heavy Material STEEL). Rigger: Rigging of Heavy Material selects ISCO 08 Unit Group Details: tools and tackles, understanding and Code 7215 analysis of load distribution and lifting, Title Riggers and Cable Splicers moving (to be tied with manila rope to arrest lateral movement of loads safely as"
7215.03,7215.0300,"per needs of the group (Fitter, Welder etc.) Splicer (Rope and Cables) Qualification Pack Details: Splicer (Rope and Cables) joins, repairs or QP NOS Reference ISC/Q0817 fits attachments to wire or hemp ropes or QP NOS Name Rigger: Rigging of cables by splicing. Cuts parts of damaged Heavy Material cables; joins cables by opening up ends NSQF Level 3 and interweaving strands, fits cables around hooks, eyes or other attachments ISCO 08 Unit Group Details: and splices end of cable back into itself; binds joints and ends of cables. May be Code 7215 designated according to type of cables Title Riggers and Cable Splicers spliced.","7215.0300 per needs of the group (Fitter, Welder etc.) Splicer (Rope and Cables) Qualification Pack Details: Splicer (Rope and Cables) joins, repairs or QP NOS Reference ISC/Q0817 fits attachments to wire or hemp ropes or QP NOS Name Rigger: Rigging of cables by splicing. Cuts parts of damaged Heavy Material cables; joins cables by opening up ends NSQF Level 3 and interweaving strands, fits cables around hooks, eyes or other attachments ISCO 08 Unit Group Details: and splices end of cable back into itself; binds joints and ends of cables. May be Code 7215 designated according to type of cables Title Riggers and Cable Splicers spliced.",,,,"7215.0300 per needs of the group (Fitter, Welder etc.) Splicer (Rope and Cables) Qualification Pack Details: Splicer (Rope and Cables) joins, repairs or QP NOS Reference ISC/Q0817 fits attachments to wire or hemp ropes or QP NOS Name Rigger: Rigging of cables by splicing. Cuts parts of damaged Heavy Material cables; joins cables by opening up ends NSQF Level 3 and interweaving strands, fits cables around hooks, eyes or other attachments ISCO 08 Unit Group Details: and splices end of cable back into itself; binds joints and ends of cables. May be Code 7215 designated according to type of cables Title Riggers and Cable Splicers spliced."
7215.02,7215.0200,ISCO 08 Unit Group Details: Slinger Code 7215 Title Riggers and Cable Splicers Slinger Crane Hooker assists workers engaged in operating power shovels or,7215.0200 ISCO 08 Unit Group Details: Slinger Code 7215 Title Riggers and Cable Splicers Slinger Crane Hooker assists workers engaged in operating power shovels or,,,,7215.0200 ISCO 08 Unit Group Details: Slinger Code 7215 Title Riggers and Cable Splicers Slinger Crane Hooker assists workers engaged in operating power shovels or
7215.99,7215.9900,"cranes used to lift and move machinery Riggers and Cable Splicers, Other equipment or materials such as concrete, castings, mill rolls, scrap metal, pipe, dirt and logs from one place to another. Riggers and Cable Splicers, Other include Affixes rope, cable, chain, sling or other all other workers engaged in splicing grappling equipment or attachments to cables and rigging and material handling object being lifted or to lifting mechanism; equipment, not elsewhere classified. places blocking or screw jacks in position ISCO 08 Unit Group Details: to hold crane or shovel upright when Code 7215 lifting heavy loads; signals operator, Title Riggers and Cable Splicers vocally or with hand signals, to guide operator in lifting and moving loads when view from crane or shovel cab is Group 722 obstructed; pushes or pulls load as it is Blacksmiths, Tool Makers and lowered until it is deposited in desired Related Trades Workers place; removes grappling attachments or VOLUME II B 87","7215.9900 cranes used to lift and move machinery Riggers and Cable Splicers, Other equipment or materials such as concrete, castings, mill rolls, scrap metal, pipe, dirt and logs from one place to another. Riggers and Cable Splicers, Other include Affixes rope, cable, chain, sling or other all other workers engaged in splicing grappling equipment or attachments to cables and rigging and material handling object being lifted or to lifting mechanism; equipment, not elsewhere classified. places blocking or screw jacks in position ISCO 08 Unit Group Details: to hold crane or shovel upright when Code 7215 lifting heavy loads; signals operator, Title Riggers and Cable Splicers vocally or with hand signals, to guide operator in lifting and moving loads when view from crane or shovel cab is Group 722 obstructed; pushes or pulls load as it is Blacksmiths, Tool Makers and lowered until it is deposited in desired Related Trades Workers place; removes grappling attachments or VOLUME II B 87",,,,"7215.9900 cranes used to lift and move machinery Riggers and Cable Splicers, Other equipment or materials such as concrete, castings, mill rolls, scrap metal, pipe, dirt and logs from one place to another. Riggers and Cable Splicers, Other include Affixes rope, cable, chain, sling or other all other workers engaged in splicing grappling equipment or attachments to cables and rigging and material handling object being lifted or to lifting mechanism; equipment, not elsewhere classified. places blocking or screw jacks in position ISCO 08 Unit Group Details: to hold crane or shovel upright when Code 7215 lifting heavy loads; signals operator, Title Riggers and Cable Splicers vocally or with hand signals, to guide operator in lifting and moving loads when view from crane or shovel cab is Group 722 obstructed; pushes or pulls load as it is Blacksmiths, Tool Makers and lowered until it is deposited in desired Related Trades Workers place; removes grappling attachments or VOLUME II B 87"
7221.02,7221.0200,"7221 Blacksmiths, Hammersmiths and Village Blacksmith Forging Press Workers 7222 Tool Makers and Related Workers Village Blacksmith forges domestic and 7223 Metal Working Machine Tool agricultural articles, used in villages, by Setters and Operators repeated heating and hammering. 7224 Metal Polishers, Wheel Grinders Examines sample for shape and size. and Tool Sharpeners Heats specified type and length of metal in furnace to required degree of temperature. Places and holds it on anvil Family 7221 with tongs and gets it hammered or Blacksmiths, Hammersmiths and hammers it to desired shape and size Forging Press Workers using sets, swages, etc. Punches holes by heating and hammering. Joins pieces of Blacksmiths, Hammersmiths and forging ferrous metal by forge-welding (heating press workers hammer and forge bars, two pieces of steel or iron and hammering rods, ingots and plates of iron, steel or them together). Heats articles frequently other metals, and draw wire to make and and checks it by sight or with scale, repair various kinds of tools, metal callipers etc., while forging. May fit metal articles, pieces of equipment, and tyres on cart wheels. May do simple heat agricultural and related implements. treatment operations. May also make articles according to instructions.","7221.0200 7221 Blacksmiths, Hammersmiths and Village Blacksmith Forging Press Workers 7222 Tool Makers and Related Workers Village Blacksmith forges domestic and 7223 Metal Working Machine Tool agricultural articles, used in villages, by Setters and Operators repeated heating and hammering. 7224 Metal Polishers, Wheel Grinders Examines sample for shape and size. and Tool Sharpeners Heats specified type and length of metal in furnace to required degree of temperature. Places and holds it on anvil Family 7221 with tongs and gets it hammered or Blacksmiths, Hammersmiths and hammers it to desired shape and size Forging Press Workers using sets, swages, etc. Punches holes by heating and hammering. Joins pieces of Blacksmiths, Hammersmiths and forging ferrous metal by forge-welding (heating press workers hammer and forge bars, two pieces of steel or iron and hammering rods, ingots and plates of iron, steel or them together). Heats articles frequently other metals, and draw wire to make and and checks it by sight or with scale, repair various kinds of tools, metal callipers etc., while forging. May fit metal articles, pieces of equipment, and tyres on cart wheels. May do simple heat agricultural and related implements. treatment operations. May also make articles according to instructions.",,,,"7221.0200 7221 Blacksmiths, Hammersmiths and Village Blacksmith Forging Press Workers 7222 Tool Makers and Related Workers Village Blacksmith forges domestic and 7223 Metal Working Machine Tool agricultural articles, used in villages, by Setters and Operators repeated heating and hammering. 7224 Metal Polishers, Wheel Grinders Examines sample for shape and size. and Tool Sharpeners Heats specified type and length of metal in furnace to required degree of temperature. Places and holds it on anvil Family 7221 with tongs and gets it hammered or Blacksmiths, Hammersmiths and hammers it to desired shape and size Forging Press Workers using sets, swages, etc. Punches holes by heating and hammering. Joins pieces of Blacksmiths, Hammersmiths and forging ferrous metal by forge-welding (heating press workers hammer and forge bars, two pieces of steel or iron and hammering rods, ingots and plates of iron, steel or them together). Heats articles frequently other metals, and draw wire to make and and checks it by sight or with scale, repair various kinds of tools, metal callipers etc., while forging. May fit metal articles, pieces of equipment, and tyres on cart wheels. May do simple heat agricultural and related implements. treatment operations. May also make articles according to instructions."
7221.01,7221.0100,"ISCO 08 Unit Group Details: Blacksmith Code 7221 Title Blacksmiths, Hammersmiths and Blacksmith; Lohar forges metal to Forging Press Workers required shape and size by processes of heating, bending, hammering etc. Heats","7221.0100 ISCO 08 Unit Group Details: Blacksmith Code 7221 Title Blacksmiths, Hammersmiths and Blacksmith; Lohar forges metal to Forging Press Workers required shape and size by processes of heating, bending, hammering etc. Heats",,,,"7221.0100 ISCO 08 Unit Group Details: Blacksmith Code 7221 Title Blacksmiths, Hammersmiths and Blacksmith; Lohar forges metal to Forging Press Workers required shape and size by processes of heating, bending, hammering etc. Heats"
7221.03,7221.0300,"metal in furnace to required degree of temperature. Places it on anvil holding it Power Hammer Operator with tongs and forges it to required shape and size by hammering either themselves Power Hammer Operator; Forging or by Hammerman. May use swages, sets Machine Operator forges iron or steel to from tools, jigs, etc. according to shape required dimensions by heating and required. May weld by forging (joining hammering with power hammer. Heats VOLUME II B 88","7221.0300 metal in furnace to required degree of temperature. Places it on anvil holding it Power Hammer Operator with tongs and forges it to required shape and size by hammering either themselves Power Hammer Operator; Forging or by Hammerman. May use swages, sets Machine Operator forges iron or steel to from tools, jigs, etc. according to shape required dimensions by heating and required. May weld by forging (joining hammering with power hammer. Heats VOLUME II B 88",,,,"7221.0300 metal in furnace to required degree of temperature. Places it on anvil holding it Power Hammer Operator with tongs and forges it to required shape and size by hammering either themselves Power Hammer Operator; Forging or by Hammerman. May use swages, sets Machine Operator forges iron or steel to from tools, jigs, etc. according to shape required dimensions by heating and required. May weld by forging (joining hammering with power hammer. Heats VOLUME II B 88"
7221.0301,7221.0301,"every time before strike. Applies oil, saw Forging Operator dust or powdered coal on die before stamping. May reheat and handle more Forging Operator manages the than one set of die for completing article. specifications of the metal bars, setting up May also work by cold process in case of and operating the machinery for forging hammer dies and metal sheets. and producing the output in line with the desired specifications. ISCO 08 Unit Group Details: Code 7221 Qualification Pack Details: Title Blacksmiths, Hammersmiths and QP NOS Reference ASC/Q4501 Forging Press Workers QP NOS Name Forging Operator NSQF Level 4 7221.0600 Farrier ISCO 08 Unit Group Details: Code 7221 Farrier fits iron shoes to hoofs of animals Title Blacksmiths, Hammersmiths and such as bullocks, horses, etc., to protect Forging Press Workers them from injury and excessive wear and tear. Removes old shoes and nails from","7221.0301 every time before strike. Applies oil, saw Forging Operator dust or powdered coal on die before stamping. May reheat and handle more Forging Operator manages the than one set of die for completing article. specifications of the metal bars, setting up May also work by cold process in case of and operating the machinery for forging hammer dies and metal sheets. and producing the output in line with the desired specifications. ISCO 08 Unit Group Details: Code 7221 Qualification Pack Details: Title Blacksmiths, Hammersmiths and QP NOS Reference ASC/Q4501 Forging Press Workers QP NOS Name Forging Operator NSQF Level 4 7221.0600 Farrier ISCO 08 Unit Group Details: Code 7221 Farrier fits iron shoes to hoofs of animals Title Blacksmiths, Hammersmiths and such as bullocks, horses, etc., to protect Forging Press Workers them from injury and excessive wear and tear. Removes old shoes and nails from",,,,"7221.0301 every time before strike. Applies oil, saw Forging Operator dust or powdered coal on die before stamping. May reheat and handle more Forging Operator manages the than one set of die for completing article. specifications of the metal bars, setting up May also work by cold process in case of and operating the machinery for forging hammer dies and metal sheets. and producing the output in line with the desired specifications. ISCO 08 Unit Group Details: Code 7221 Qualification Pack Details: Title Blacksmiths, Hammersmiths and QP NOS Reference ASC/Q4501 Forging Press Workers QP NOS Name Forging Operator NSQF Level 4 7221.0600 Farrier ISCO 08 Unit Group Details: Code 7221 Farrier fits iron shoes to hoofs of animals Title Blacksmiths, Hammersmiths and such as bullocks, horses, etc., to protect Forging Press Workers them from injury and excessive wear and tear. Removes old shoes and nails from"
7221.04,7221.0400 hoofs of animals and dresses them (hoofs),"Hammer Man by mending and filing. Selects shoes of required size, rectifies defects if any, and Hammerman; Striker hammers iron and fits them in hoofs with special types of steel to required dimension with sledges nails. Ensures that shoes are not loose and according to direction of Blacksmith. animal does not get injured in process of Selects sledge according to nature of fitting shoes. Ties and immobilises animal forging and strikes hot metal hard or light before fitting shoes if necessary. May also as per direction of Blacksmith. May also make shoes by common blacksmithy work by cold process. process. VOLUME II B 89","7221.0400 hoofs of animals and dresses them (hoofs) Hammer Man by mending and filing. Selects shoes of required size, rectifies defects if any, and Hammerman; Striker hammers iron and fits them in hoofs with special types of steel to required dimension with sledges nails. Ensures that shoes are not loose and according to direction of Blacksmith. animal does not get injured in process of Selects sledge according to nature of fitting shoes. Ties and immobilises animal forging and strikes hot metal hard or light before fitting shoes if necessary. May also as per direction of Blacksmith. May also make shoes by common blacksmithy work by cold process. process. VOLUME II B 89",,,,"7221.0400 hoofs of animals and dresses them (hoofs) Hammer Man by mending and filing. Selects shoes of required size, rectifies defects if any, and Hammerman; Striker hammers iron and fits them in hoofs with special types of steel to required dimension with sledges nails. Ensures that shoes are not loose and according to direction of Blacksmith. animal does not get injured in process of Selects sledge according to nature of fitting shoes. Ties and immobilises animal forging and strikes hot metal hard or light before fitting shoes if necessary. May also as per direction of Blacksmith. May also make shoes by common blacksmithy work by cold process. process. VOLUME II B 89"
7221.07,7221.0700 moulds. May cut and prepare appropriate,"sizes of metal blanks on machine for use Wire Drawer/Wire Drawing of spinning lathe. May be designated as Machine Operator ALUMINIUM SPINNER, BRASS SPINNER, and COPPER SPINNER, according to type Wire Drawer; Block Stripper, Metal of metal handled. Drawing draws wire through dies to required specification by operating wire ISCO 08 Unit Group Details: drawing machine. Selects required die and Code 7221 fits it in die box. Sets height and alignment Title Blacksmiths, Hammersmiths and of block. Points one end of wire, feed it Forging Press Workers into die, starts machine and watches drawing and coiling at other end. Rectifies","7221.0700 moulds. May cut and prepare appropriate sizes of metal blanks on machine for use Wire Drawer/Wire Drawing of spinning lathe. May be designated as Machine Operator ALUMINIUM SPINNER, BRASS SPINNER, and COPPER SPINNER, according to type Wire Drawer; Block Stripper, Metal of metal handled. Drawing draws wire through dies to required specification by operating wire ISCO 08 Unit Group Details: drawing machine. Selects required die and Code 7221 fits it in die box. Sets height and alignment Title Blacksmiths, Hammersmiths and of block. Points one end of wire, feed it Forging Press Workers into die, starts machine and watches drawing and coiling at other end. Rectifies",,,,"7221.0700 moulds. May cut and prepare appropriate sizes of metal blanks on machine for use Wire Drawer/Wire Drawing of spinning lathe. May be designated as Machine Operator ALUMINIUM SPINNER, BRASS SPINNER, and COPPER SPINNER, according to type Wire Drawer; Block Stripper, Metal of metal handled. Drawing draws wire through dies to required specification by operating wire ISCO 08 Unit Group Details: drawing machine. Selects required die and Code 7221 fits it in die box. Sets height and alignment Title Blacksmiths, Hammersmiths and of block. Points one end of wire, feed it Forging Press Workers into die, starts machine and watches drawing and coiling at other end. Rectifies"
7221.99,7221.9900,"defects in case of faulty drawing or Blacksmiths, Hammersmiths and breakage. Forging Press Workers, Other ISCO 08 Unit Group Details: Blacksmiths, Hammer-smiths and Forging- Code 7221 press Workers, other perform variety of Title Blacksmiths, Hammersmiths and routine and low skilled tasks not Forging Press Workers elsewhere classified, in smithy section such as operating levers of power","7221.9900 defects in case of faulty drawing or Blacksmiths, Hammersmiths and breakage. Forging Press Workers, Other ISCO 08 Unit Group Details: Blacksmiths, Hammer-smiths and Forging- Code 7221 press Workers, other perform variety of Title Blacksmiths, Hammersmiths and routine and low skilled tasks not Forging Press Workers elsewhere classified, in smithy section such as operating levers of power",,,,"7221.9900 defects in case of faulty drawing or Blacksmiths, Hammersmiths and breakage. Forging Press Workers, Other ISCO 08 Unit Group Details: Blacksmiths, Hammer-smiths and Forging- Code 7221 press Workers, other perform variety of Title Blacksmiths, Hammersmiths and routine and low skilled tasks not Forging Press Workers elsewhere classified, in smithy section such as operating levers of power"
7221.08,"7221.0800 hammer, pulling string of drop forging","machine, assisting Forging Machine Metal Spinner/Metal spinning Operator in placing material on anvil or Machine Operator carrying it off and are designated according to nature of work done such as Metal Spinner; Spinning Lathe Operator Lever Man, Stamper Helper, Blacksmith fashions metal sheet on spinning lathe Helper, etc. into hollow-ware, utensils, and fancy articles using patterns and spinning tools studies drawings and other specifications ISCO 08 Unit Group Details: of article to be made. Selects appropriate Code 7221 mandrels. Wooden chuck or mould to Title Blacksmiths, Hammersmiths and make article. Fastens mould to spindle or Forging Press Workers lathe. Measures, marks, and cuts discs from sheet metal stock and drills hole in each disc using marking devices, shear Family 7222 and drill press. Clamps disc to spinning form mounted on head stock spindle of Tool Makers and Related Workers lathe by forcing follow block against disc with tail stock (movable part of lathe). Starts machine. Coats outside of rotating Toolmakers and related workers make disc, forcing it to shape of spinning form, and repair custom made and specialized VOLUME II B 90","7221.0800 hammer, pulling string of drop forging machine, assisting Forging Machine Metal Spinner/Metal spinning Operator in placing material on anvil or Machine Operator carrying it off and are designated according to nature of work done such as Metal Spinner; Spinning Lathe Operator Lever Man, Stamper Helper, Blacksmith fashions metal sheet on spinning lathe Helper, etc. into hollow-ware, utensils, and fancy articles using patterns and spinning tools studies drawings and other specifications ISCO 08 Unit Group Details: of article to be made. Selects appropriate Code 7221 mandrels. Wooden chuck or mould to Title Blacksmiths, Hammersmiths and make article. Fastens mould to spindle or Forging Press Workers lathe. Measures, marks, and cuts discs from sheet metal stock and drills hole in each disc using marking devices, shear Family 7222 and drill press. Clamps disc to spinning form mounted on head stock spindle of Tool Makers and Related Workers lathe by forcing follow block against disc with tail stock (movable part of lathe). Starts machine. Coats outside of rotating Toolmakers and related workers make disc, forcing it to shape of spinning form, and repair custom made and specialized VOLUME II B 90",,,,"7221.0800 hammer, pulling string of drop forging machine, assisting Forging Machine Metal Spinner/Metal spinning Operator in placing material on anvil or Machine Operator carrying it off and are designated according to nature of work done such as Metal Spinner; Spinning Lathe Operator Lever Man, Stamper Helper, Blacksmith fashions metal sheet on spinning lathe Helper, etc. into hollow-ware, utensils, and fancy articles using patterns and spinning tools studies drawings and other specifications ISCO 08 Unit Group Details: of article to be made. Selects appropriate Code 7221 mandrels. Wooden chuck or mould to Title Blacksmiths, Hammersmiths and make article. Fastens mould to spindle or Forging Press Workers lathe. Measures, marks, and cuts discs from sheet metal stock and drills hole in each disc using marking devices, shear Family 7222 and drill press. Clamps disc to spinning form mounted on head stock spindle of Tool Makers and Related Workers lathe by forcing follow block against disc with tail stock (movable part of lathe). Starts machine. Coats outside of rotating Toolmakers and related workers make disc, forcing it to shape of spinning form, and repair custom made and specialized VOLUME II B 90"
